"","cupo","edad","saldo","pago"
"22011",100000,28,76058,2776
"22012",50000,29,46925,3000
"22013",50000,27,50144,0
"22014",40000,27,72647,10000
"22015",90000,24,0,0
"22016",70000,25,42253,0
"22017",30000,26,15021,550
"22018",170000,27,602,2581
"22019",80000,27,29523,2000
"22020",140000,27,390,780
"22021",30000,25,13109,1000
"22022",40000,25,30434,1200
"22023",50000,26,1624,2349
"22024",230000,26,5100,5000
"22025",60000,27,2439,841
"22026",60000,27,28972,14000
"22027",250000,29,37589,0
"22028",240000,29,192800,7000
"22029",310000,28,146883,5800
"22030",320000,28,20553,8242
"22031",20000,28,0,612
"22032",300000,28,10250,10000
"22033",50000,28,39678,10000
"22034",570000,28,31126,4000
"22035",160000,28,152551,6000
"22036",230000,28,600,958
"22037",250000,28,22001,0
"22038",80000,28,80001,2894
"22039",60000,28,39038,2000
"22040",90000,24,30483,2905
"22041",150000,25,0,3987
"22042",90000,25,2655,0
"22043",150000,25,9240,0
"22044",150000,24,18783,3000
"22045",400000,25,958,6405
"22046",200000,25,150283,5520
"22047",210000,25,59914,5000
"22048",140000,28,395,681
"22049",220000,28,8365,5574
"22050",250000,29,325,318
"22051",120000,29,2472,2341
"22052",200000,28,0,0
"22053",50000,29,18803,1000
"22054",50000,29,43662,2822
"22055",230000,29,21064,3224
"22056",100000,29,0,0
"22057",50000,29,19915,883
"22058",330000,27,38978,1500
"22059",90000,27,0,0
"22060",150000,27,7819,484
"22061",70000,28,27436,1500
"22062",80000,28,73040,10000
"22063",130000,28,86788,4000
"22064",130000,29,115640,4200
"22065",140000,29,0,1260
"22066",240000,27,321,118
"22067",160000,26,2659,2856
"22068",50000,26,646,651
"22069",500000,27,0,2360
"22070",260000,28,253355,9500
"22071",100000,23,20056,0
"22072",130000,23,104254,5000
"22073",80000,26,128714,4341
"22074",400000,29,500,150
"22075",360000,27,2273,5302
"22076",190000,28,13372,510
"22077",90000,28,33769,1500
"22078",50000,29,14735,5000
"22079",80000,29,69270,2600
"22080",120000,29,1187,0
"22081",100000,28,28122,1300
"22082",170000,28,376,0
"22083",90000,28,45651,600
"22084",400000,27,0,0
"22085",230000,27,39862,1572
"22086",260000,28,94363,1600
"22087",110000,29,70448,5800
"22088",500000,28,40325,967
"22089",90000,28,182,5634
"22090",60000,28,40276,3000
"22091",320000,28,239025,9183
"22092",320000,29,13498,1006
"22093",190000,28,63714,3000
"22094",80000,28,0,0
"22095",230000,28,35994,9000
"22096",310000,29,0,2287
"22097",260000,29,139784,5700
"22098",200000,29,138,0
"22099",200000,29,860,8308
"22100",200000,28,52979,1517
"22101",50000,28,29202,1073
"22102",50000,28,34510,3000
"22103",50000,29,15975,3000
"22104",240000,29,185252,7000
"22105",100000,29,717,39000
"22106",230000,28,4316,4316
"22107",230000,29,16145,5000
"22108",240000,28,186895,5001
"22109",150000,30,38460,41154
"22110",150000,30,113,0
"22111",200000,29,12410,1703
"22112",60000,29,18893,668
"22113",50000,31,20145,1000
"22114",140000,31,7659,43467
"22115",220000,30,42363,112742
"22116",300000,28,18525,3078
"22117",300000,29,4665,4983
"22118",200000,29,45519,1400
"22119",80000,29,6625,6218
"22120",430000,29,86082,3623
"22121",60000,29,531,681
"22122",170000,29,1574,287
"22123",50000,29,25758,1200
"22124",420000,26,9379,0
"22125",80000,26,51931,0
"22126",230000,27,0,0
"22127",270000,29,44371,2500
"22128",500000,28,34229,4137
"22129",220000,28,99708,7442
"22130",180000,24,46337,1293
"22131",50000,23,42377,700
"22132",20000,22,11299,500
"22133",20000,24,647,0
"22134",80000,22,1606,0
"22135",120000,23,71297,2800
"22136",40000,23,9798,1000
"22137",100000,42,1000,1000
"22138",90000,25,45886,1511
"22139",160000,24,124347,4609
"22140",100000,24,12411,0
"22141",230000,25,52788,2000
"22142",60000,28,21838,0
"22143",300000,26,1108,530
"22144",140000,29,39777,1379
"22145",300000,29,-1087,3940
"22146",60000,29,24928,2000
"22147",360000,29,1346,0
"22148",100000,29,31056,5000
"22149",100000,29,326,326
"22150",320000,29,1945,301
"22151",500000,29,0,19440
"22152",180000,30,0,0
"22153",280000,30,15086,1100
"22154",140000,30,14745,1000
"22155",200000,30,2493,0
"22156",270000,30,38871,2000
"22157",230000,30,4460,2000
"22158",210000,29,0,89886
"22159",170000,29,0,7800
"22160",230000,29,900,715
"22161",300000,29,12358,2300
"22162",150000,29,1500,1606
"22163",360000,29,0,0
"22164",110000,29,80451,3000
"22165",150000,30,1373,0
"22166",50000,27,46230,1900
"22167",170000,27,736,736
"22168",210000,27,28401,1191
"22169",50000,28,9625,414
"22170",200000,30,19030,707
"22171",100000,28,-24,0
"22172",180000,31,145052,6800
"22173",80000,33,28445,1500
"22174",80000,27,0,0
"22175",50000,29,47571,3500
"22176",560000,28,27802,1500
"22177",150000,28,60284,5005
"22178",310000,27,390,390
"22179",210000,27,2278,2900
"22180",200000,27,-36,95456
"22181",100000,28,796,0
"22182",200000,28,165,165
"22183",40000,28,33571,1221
"22184",80000,29,7042,4186
"22185",360000,29,1131,3409
"22186",290000,28,7208,34000
"22187",90000,28,0,0
"22188",280000,29,407,4069
"22189",50000,29,2100,0
"22190",200000,29,131294,4726
"22191",400000,30,252669,6667
"22192",210000,31,5193,2723
"22193",50000,31,0,17324
"22194",150000,30,1240,165
"22195",230000,29,1530,0
"22196",70000,29,68692,2700
"22197",450000,29,63547,5000
"22198",80000,29,39322,1000
"22199",380000,30,203931,6974
"22200",100000,31,39849,43000
"22201",30000,31,27346,3000
"22202",140000,31,8161,1000
"22203",320000,27,38680,0
"22204",20000,24,17294,0
"22205",350000,25,98042,4000
"22206",180000,25,72461,3000
"22207",30000,23,26448,2000
"22208",110000,24,47060,5000
"22209",50000,24,0,0
"22210",200000,31,7300,20914
"22211",100000,29,147496,2825
"22212",100000,27,0,2100
"22213",150000,29,702,0
"22214",60000,27,27829,1057
"22215",80000,27,2315,0
"22216",150000,26,500,3158
"22217",30000,27,27865,4413
"22218",150000,26,58262,2000
"22219",250000,26,32948,7000
"22220",500000,29,18740,2000
"22221",230000,28,565,0
"22222",160000,29,3484,2475
"22223",360000,31,30833,14905
"22224",400000,30,9222,1711
"22225",130000,29,98016,3240
"22226",80000,28,75211,2900
"22227",160000,28,1442,0
"22228",390000,28,66597,5000
"22229",200000,31,6586,3807
"22230",30000,30,11719,434
"22231",50000,31,2638,2032
"22232",180000,31,32397,95000
"22233",200000,32,152224,4352
"22234",180000,32,77462,3000
"22235",250000,31,9423,19346
"22236",180000,29,1203,4545
"22237",50000,32,28868,1077
"22238",220000,33,159631,7000
"22239",360000,31,990,4970
"22240",500000,29,9505,1000
"22241",50000,30,2104,3379
"22242",150000,30,0,2184
"22243",150000,31,36986,25017
"22244",300000,31,2927,2995
"22245",130000,24,87779,2816
"22246",30000,22,20994,0
"22247",90000,25,5104,428
"22248",90000,25,2864,475
"22249",70000,25,20915,3000
"22250",80000,25,44230,1972
"22251",60000,25,17615,700
"22252",60000,26,3219,0
"22253",420000,27,15000,14996
"22254",200000,27,0,0
"22255",220000,29,2576,4862
"22256",170000,29,0,0
"22257",500000,29,801,30435
"22258",60000,29,532,0
"22259",140000,30,107,107
"22260",100000,31,1782,0
"22261",180000,31,0,999
"22262",360000,31,0,0
"22263",420000,31,319257,15000
"22264",200000,29,2318,3311
"22265",260000,31,91502,3100
"22266",300000,30,20333,1000
"22267",400000,29,72955,5800
"22268",220000,30,27042,1174
"22269",130000,30,1574,1995
"22270",150000,29,25321,7350
"22271",280000,33,254023,10000
"22272",230000,33,207573,8100
"22273",180000,28,40731,2000
"22274",270000,29,12864,3022
"22275",190000,30,28666,17549
"22276",150000,30,66651,2500
"22277",230000,28,8878,800
"22278",70000,29,28551,1500
"22279",500000,29,3109,2140
"22280",50000,30,27649,1300
"22281",220000,29,134346,6000
"22282",210000,30,0,0
"22283",260000,30,71377,2050
"22284",280000,29,2979,138
"22285",180000,30,90,0
"22286",30000,29,28218,2000
"22287",20000,30,0,0
"22288",200000,32,4732,0
"22289",80000,30,50677,2000
"22290",90000,31,26946,2000
"22291",20000,32,18826,0
"22292",30000,32,29009,1200
"22293",70000,29,43803,2600
"22294",200000,29,72393,4012
"22295",420000,29,156341,5080
"22296",130000,29,122032,10000
"22297",160000,30,53349,2800
"22298",320000,29,0,0
"22299",130000,29,97940,3610
"22300",200000,29,5799,0
"22301",320000,30,670,11288
"22302",400000,30,68411,3020
"22303",390000,30,80330,3100
"22304",100000,29,21648,9600
"22305",100000,30,61532,2300
"22306",400000,31,6728,3000
"22307",100000,27,0,3022
"22308",300000,27,390,1890
"22309",20000,27,16351,1000
"22310",50000,27,0,0
"22311",100000,30,35348,0
"22312",200000,30,196550,7300
"22313",300000,30,172674,12000
"22314",240000,30,98,0
"22315",240000,30,7774,7785
"22316",120000,30,82280,3200
"22317",350000,31,1190,150
"22318",590000,31,3319,2271
"22319",240000,30,0,0
"22320",200000,27,0,0
"22321",300000,27,125900,3886
"22322",240000,28,9675,15000
"22323",170000,28,0,1069
"22324",470000,30,28350,10000
"22325",110000,30,51317,3000
"22326",30000,24,29726,2000
"22327",80000,24,7490,7490
"22328",100000,24,-78,0
"22329",160000,25,19056,0
"22330",110000,27,25976,2000
"22331",150000,28,105145,4000
"22332",390000,30,8018,1000
"22333",180000,30,4661,873
"22334",300000,29,6213,1000
"22335",400000,29,22499,7000
"22336",110000,29,69988,2458
"22337",120000,28,21833,1000
"22338",200000,28,6890,6925
"22339",120000,25,47683,1684
"22340",270000,25,112929,5000
"22341",250000,25,16483,5777
"22342",130000,25,18182,2000
"22343",290000,26,1799,11384
"22344",210000,26,15955,5000
"22345",200000,26,5642,16335
"22346",240000,28,1665,0
"22347",170000,30,5350,12500
"22348",180000,28,12627,0
"22349",280000,28,886,438
"22350",490000,28,86682,3166
"22351",240000,31,3138,367
"22352",150000,31,73611,3000
"22353",350000,32,282575,9324
"22354",80000,30,10685,0
"22355",330000,31,0,16705
"22356",20000,31,0,0
"22357",210000,32,61630,5000
"22358",400000,32,2410,10715
"22359",230000,28,0,0
"22360",200000,29,17725,9289
"22361",180000,31,0,0
"22362",200000,30,28097,3500
"22363",50000,26,18087,1602
"22364",290000,27,931,500
"22365",100000,31,54849,1987
"22366",150000,32,20385,0
"22367",20000,32,1359,700
"22368",200000,32,0,0
"22369",80000,32,3860,0
"22370",290000,29,73553,10000
"22371",200000,29,132338,4682
"22372",150000,29,0,3163
"22373",180000,27,37805,8818
"22374",420000,32,84193,133131
"22375",30000,29,15501,0
"22376",230000,31,283,0
"22377",60000,27,8300,332
"22378",220000,28,45199,3000
"22379",240000,29,165951,6000
"22380",140000,31,668,518
"22381",200000,32,24949,10904
"22382",410000,30,0,500
"22383",140000,34,56527,2000
"22384",80000,30,27283,18000
"22385",340000,29,158565,5524
"22386",140000,29,0,2770
"22387",170000,30,170922,1000
"22388",290000,30,225276,10000
"22389",360000,31,4792,40682
"22390",310000,32,6434,5000
"22391",500000,32,17349,10723
"22392",250000,33,214320,6200
"22393",500000,33,87878,5000
"22394",80000,33,50094,1800
"22395",180000,30,22902,3500
"22396",320000,30,24703,1336
"22397",130000,30,120756,10000
"22398",250000,30,82,4099
"22399",380000,27,36756,1483
"22400",200000,27,0,0
"22401",260000,28,159210,4528
"22402",150000,28,145262,5000
"22403",100000,28,-4894,0
"22404",180000,28,70131,5000
"22405",150000,26,77264,2669
"22406",230000,27,79123,5000
"22407",160000,29,34942,4000
"22408",360000,30,55957,3000
"22409",150000,28,111850,8000
"22410",360000,34,0,0
"22411",10000,37,7580,390
"22412",20000,35,19347,1577
"22413",50000,35,22643,1000
"22414",50000,37,28878,1000
"22415",60000,37,55489,2000
"22416",20000,37,13583,700
"22417",130000,39,114885,0
"22418",50000,36,20163,810
"22419",350000,36,58467,1800
"22420",210000,40,48204,2000
"22421",10000,23,9185,182
"22422",20000,34,19613,710
"22423",80000,33,72314,3000
"22424",110000,33,77772,2700
"22425",180000,40,0,0
"22426",360000,37,0,0
"22427",250000,33,100000,0
"22428",180000,34,0,150
"22429",190000,35,70096,3000
"22430",150000,35,14453,2580
"22431",90000,35,43371,2000
"22432",230000,39,11666,10180
"22433",120000,47,0,0
"22434",100000,36,120101,21000
"22435",60000,45,17730,469
"22436",360000,38,283210,11900
"22437",310000,38,250797,8500
"22438",280000,37,12603,16921
"22439",30000,38,390,930
"22440",260000,38,90682,6994
"22441",180000,36,0,150
"22442",330000,36,242025,9001
"22443",400000,46,6813,4682
"22444",90000,36,66533,5000
"22445",200000,36,0,0
"22446",280000,38,12316,7428
"22447",350000,37,0,0
"22448",50000,42,29125,1214
"22449",50000,44,17102,3334
"22450",120000,41,6737,200
"22451",80000,38,10498,2000
"22452",90000,36,18372,10000
"22453",50000,44,29056,1000
"22454",180000,44,166960,6045
"22455",200000,31,201933,7000
"22456",420000,31,77925,3079
"22457",270000,31,28725,5000
"22458",50000,49,27605,2000
"22459",30000,41,22029,1000
"22460",170000,36,18197,1000
"22461",170000,42,-919,24288
"22462",150000,40,0,0
"22463",20000,38,10812,345
"22464",120000,40,38381,1400
"22465",50000,41,18816,700
"22466",500000,44,200525,10197
"22467",40000,36,2435,1000
"22468",70000,48,930,1422
"22469",30000,44,25109,1375
"22470",70000,48,13180,500
"22471",20000,49,17038,1000
"22472",140000,45,300,0
"22473",200000,39,124731,4552
"22474",90000,42,37348,0
"22475",30000,44,0,0
"22476",260000,41,1117,891
"22477",100000,36,24531,1400
"22478",150000,36,500,754
"22479",50000,44,27702,1500
"22480",200000,31,440,440
"22481",480000,34,96628,6865
"22482",150000,36,0,0
"22483",80000,38,10747,4412
"22484",310000,39,31725,5000
"22485",200000,46,1261,1261
"22486",20000,43,15157,552
"22487",480000,41,37080,10000
"22488",200000,35,0,396
"22489",20000,45,0,0
"22490",300000,30,1341,0
"22491",230000,34,0,0
"22492",50000,35,7319,0
"22493",50000,39,13766,2500
"22494",110000,40,82406,3100
"22495",70000,49,19413,691
"22496",50000,46,19830,761
"22497",50000,32,16720,600
"22498",440000,46,105280,4001
"22499",150000,38,0,0
"22500",420000,37,165378,6000
"22501",180000,33,2672,2197
"22502",230000,33,45056,2000
"22503",50000,44,19878,713
"22504",260000,32,198467,7500
"22505",260000,33,15434,6200
"22506",310000,33,343,410
"22507",60000,37,47125,2000
"22508",120000,40,-28,0
"22509",400000,41,14524,5000
"22510",80000,45,-4,0
"22511",60000,40,37113,2000
"22512",160000,40,143638,5205
"22513",220000,34,177151,7700
"22514",300000,46,7367,3000
"22515",100000,32,81151,2849
"22516",60000,37,32778,1454
"22517",80000,43,74479,9500
"22518",10000,43,0,12700
"22519",30000,40,9207,14379
"22520",500000,36,20514,16625
"22521",40000,40,0,431
"22522",300000,35,3028,60
"22523",20000,34,19186,1
"22524",280000,37,803,129
"22525",190000,38,38067,123347
"22526",500000,33,1821,979
"22527",250000,43,-16,0
"22528",120000,47,679,500
"22529",20000,35,0,0
"22530",210000,40,14695,223
"22531",220000,46,88354,4000
"22532",30000,49,17105,1000
"22533",340000,45,7079,4448
"22534",180000,36,10836,0
"22535",40000,40,776,1459
"22536",20000,37,10614,2000
"22537",130000,48,114104,0
"22538",50000,41,15468,1150
"22539",300000,31,6781,8462
"22540",140000,33,26855,10000
"22541",260000,46,21490,2000
"22542",100000,45,73711,2680
"22543",130000,40,10167,2700
"22544",200000,47,665,0
"22545",200000,48,1731,1081
"22546",200000,31,0,0
"22547",180000,32,4441,3549
"22548",360000,33,0,0
"22549",420000,34,40060,5000
"22550",180000,35,148,5000
"22551",50000,35,29719,1134
"22552",120000,34,0,0
"22553",80000,35,45086,1587
"22554",180000,38,0,0
"22555",20000,32,20721,600
"22556",180000,32,131059,5000
"22557",230000,34,3915,2091
"22558",80000,43,0,0
"22559",90000,42,4541,11387
"22560",300000,30,46764,2400
"22561",160000,36,300,0
"22562",180000,47,2408,1609
"22563",160000,30,110073,2558
"22564",230000,30,159683,5145
"22565",360000,31,17577,8050
"22566",500000,31,-213,0
"22567",120000,30,76470,3000
"22568",280000,31,0,0
"22569",200000,32,46486,5000
"22570",180000,31,32385,1000
"22571",240000,34,1240,1655
"22572",500000,44,92581,0
"22573",180000,48,245,884
"22574",330000,43,4935,2000
"22575",420000,37,214445,7246
"22576",220000,33,49506,1964
"22577",170000,34,0,0
"22578",140000,48,46514,2400
"22579",200000,31,155159,2000
"22580",230000,32,37357,0
"22581",150000,31,159,1119
"22582",240000,37,11353,2576
"22583",210000,49,28210,2706
"22584",500000,35,60153,54
"22585",180000,39,150,645
"22586",60000,31,29526,1073
"22587",290000,34,116689,10025
"22588",80000,48,34275,0
"22589",180000,46,156029,10000
"22590",350000,33,180,1340
"22591",160000,41,351,0
"22592",210000,36,63912,2468
"22593",160000,35,0,0
"22594",350000,40,0,0
"22595",130000,41,85105,3500
"22596",240000,49,5370,4605
"22597",330000,40,84330,3238
"22598",500000,45,-200,0
"22599",170000,41,0,912
"22600",240000,43,3466,2156
"22601",180000,47,55778,1701
"22602",260000,36,1462,3641
"22603",130000,43,1543,1109
"22604",30000,38,0,0
"22605",440000,42,13497,0
"22606",260000,43,5996,5648
"22607",30000,38,13487,1000
"22608",390000,37,66864,2401
"22609",260000,45,33842,15000
"22610",70000,46,16776,1000
"22611",200000,30,151973,0
"22612",150000,32,0,0
"22613",460000,32,38090,25005
"22614",180000,33,0,0
"22615",70000,37,39000,0
"22616",250000,40,3014,3037
"22617",170000,39,18613,547
"22618",160000,34,4245,1000
"22619",80000,36,19968,10000
"22620",400000,49,4326,5420
"22621",20000,43,34171,2000
"22622",130000,44,87388,3000
"22623",60000,36,8370,0
"22624",90000,41,63417,1000
"22625",210000,44,92565,3607
"22626",380000,34,351089,13300
"22627",200000,35,35056,1600
"22628",180000,37,2685,3000
"22629",20000,42,19964,241
"22630",350000,38,3641,5820
"22631",200000,41,89,0
"22632",400000,34,41050,74984
"22633",230000,38,1408,1820
"22634",230000,43,0,0
"22635",50000,38,29488,1300
"22636",300000,47,68863,2000
"22637",230000,45,9086,2140
"22638",50000,44,31043,1412
"22639",150000,34,7392,2931
"22640",260000,33,3001,2680
"22641",320000,33,7544,3563
"22642",100000,49,77357,2853
"22643",60000,37,150,499
"22644",420000,42,47108,219844
"22645",500000,38,63924,2524
"22646",450000,34,103398,25000
"22647",30000,42,29147,1390
"22648",60000,47,29717,3500
"22649",180000,43,3306,3306
"22650",320000,35,11600,1810
"22651",250000,37,80762,3022
"22652",30000,34,25536,932
"22653",360000,34,0,0
"22654",360000,43,4261,3525
"22655",150000,36,6292,14433
"22656",400000,39,6115,11000
"22657",350000,44,340791,13000
"22658",80000,45,2193,3031
"22659",140000,37,3933,0
"22660",150000,48,178869,7108
"22661",480000,40,14155,9286
"22662",200000,41,0,504
"22663",180000,29,0,0
"22664",260000,30,0,950
"22665",450000,33,4322,0
"22666",140000,33,-10193,71000
"22667",220000,43,157817,5000
"22668",100000,39,1253,2434
"22669",160000,41,550,550
"22670",140000,36,21090,2004
"22671",200000,39,11700,121513
"22672",460000,30,0,0
"22673",50000,31,7671,5000
"22674",100000,31,2834,0
"22675",150000,31,36730,1500
"22676",460000,32,1868,9250
"22677",360000,32,535,82000
"22678",180000,33,11964,5690
"22679",470000,42,24672,2600
"22680",320000,44,3216,2041
"22681",360000,47,4999,0
"22682",60000,36,2248,3000
"22683",310000,39,-2074,6585
"22684",140000,36,49897,30000
"22685",450000,43,7676,6957
"22686",210000,30,705,705
"22687",180000,33,1918,2799
"22688",360000,38,0,0
"22689",50000,33,47549,2300
"22690",340000,34,0,0
"22691",140000,38,142950,0
"22692",120000,32,249,115660
"22693",180000,32,0,800
"22694",360000,32,10503,5016
"22695",340000,34,192415,7200
"22696",200000,35,153107,6000
"22697",80000,36,0,0
"22698",500000,35,0,279260
"22699",150000,31,38299,1400
"22700",20000,46,16286,751
"22701",500000,41,233343,10000
"22702",340000,47,110723,5000
"22703",500000,34,2180,2012
"22704",240000,31,232652,0
"22705",80000,34,6951,1980
"22706",200000,37,0,0
"22707",230000,31,4906,3632
"22708",300000,36,0,0
"22709",140000,36,863,487
"22710",300000,33,0,0
"22711",360000,34,0,0
"22712",320000,35,128325,5000
"22713",380000,30,311009,11892
"22714",170000,30,128827,4809
"22715",300000,41,0,891
"22716",60000,44,0,0
"22717",240000,36,168880,10000
"22718",500000,44,0,0
"22719",230000,45,8343,8968
"22720",290000,35,10240,1000
"22721",60000,35,29981,1500
"22722",100000,35,67485,3000
"22723",270000,36,497,5373
"22724",280000,35,231064,8004
"22725",100000,38,750,1500
"22726",100000,32,620,928
"22727",90000,31,0,0
"22728",280000,44,17131,2681
"22729",150000,38,718,0
"22730",70000,40,0,0
"22731",180000,32,3472,799
"22732",190000,33,112095,34000
"22733",500000,38,54017,3000
"22734",190000,47,136901,0
"22735",210000,32,150,2043
"22736",60000,38,8719,6484
"22737",200000,34,110946,6941
"22738",470000,32,37325,77412
"22739",260000,30,143920,5000
"22740",140000,30,38588,20290
"22741",190000,33,93493,3188
"22742",80000,36,48377,2000
"22743",310000,37,0,2039
"22744",150000,40,23558,2000
"22745",340000,30,284834,12500
"22746",360000,31,63097,5000
"22747",250000,38,189003,8000
"22748",220000,34,1115,7160
"22749",30000,46,14650,543
"22750",210000,41,6879,9498
"22751",350000,32,4874,0
"22752",270000,33,45209,4000
"22753",200000,34,171700,6000
"22754",70000,40,58918,2188
"22755",220000,45,13264,0
"22756",230000,39,5792,3000
"22757",120000,35,0,0
"22758",360000,30,89608,3000
"22759",210000,37,4490,10834
"22760",460000,40,2650,200
"22761",500000,34,13000,13000
"22762",180000,35,330,300
"22763",180000,36,1383,0
"22764",220000,26,7288,100000
"22765",600000,30,460068,16845
"22766",180000,36,0,0
"22767",360000,39,15330,43019
"22768",620000,38,5567,0
"22769",60000,44,48726,2000
"22770",100000,32,1723,3354
"22771",200000,31,2000,1249
"22772",50000,36,30062,1077
"22773",200000,29,0,246
"22774",10000,43,4023,80
"22775",280000,36,0,336
"22776",450000,46,45747,169
"22777",260000,29,79782,3000
"22778",140000,30,80783,15000
"22779",390000,33,44143,3001
"22780",350000,41,4443,9434
"22781",50000,44,28025,1030
"22782",120000,46,41613,1500
"22783",80000,45,8905,0
"22784",160000,36,0,4345
"22785",90000,46,316,316
"22786",190000,39,87836,4300
"22787",100000,40,20531,4800
"22788",210000,35,72020,3000
"22789",160000,33,163005,6100
"22790",240000,35,121178,4011
"22791",20000,36,0,0
"22792",220000,36,187856,7200
"22793",260000,44,183033,20092
"22794",500000,34,209220,6200
"22795",200000,34,-10,0
"22796",260000,33,40157,1466
"22797",170000,30,169230,6700
"22798",150000,38,1104,0
"22799",360000,37,-5,0
"22800",260000,44,14982,12588
"22801",170000,30,12510,8100
"22802",230000,33,12414,500
"22803",620000,38,2867,920
"22804",180000,35,67976,5412
"22805",180000,33,485,33283
"22806",30000,45,5080,4132
"22807",300000,31,662,0
"22808",370000,35,195244,6100
"22809",80000,31,1369,4827
"22810",200000,40,198487,7500
"22811",150000,42,13839,7154
"22812",210000,33,176510,20000
"22813",70000,35,47573,2000
"22814",80000,38,17678,6000
"22815",50000,44,390,390
"22816",210000,33,257,10843
"22817",260000,33,117005,11002
"22818",170000,36,0,3809
"22819",360000,35,0,0
"22820",500000,37,49147,7000
"22821",290000,46,156721,7219
"22822",200000,35,23611,1152
"22823",90000,47,29177,2000
"22824",100000,41,23399,1000
"22825",290000,31,71546,3000
"22826",50000,31,0,0
"22827",150000,32,0,0
"22828",400000,42,11860,3978
"22829",50000,37,26969,2500
"22830",400000,42,39400,0
"22831",50000,37,22171,1000
"22832",50000,29,50933,3000
"22833",100000,34,28347,20000
"22834",170000,39,20487,5000
"22835",150000,30,5157,15182
"22836",360000,30,6204,7052
"22837",50000,31,9632,393
"22838",180000,35,112040,148225
"22839",350000,35,281692,10000
"22840",120000,38,61267,3000
"22841",140000,33,1240,2813
"22842",150000,34,10000,0
"22843",260000,42,0,0
"22844",50000,28,12927,792
"22845",180000,36,826,826
"22846",290000,44,5784,150
"22847",40000,49,40000,0
"22848",310000,36,49542,2000
"22849",70000,46,34563,34000
"22850",180000,39,0,0
"22851",570000,46,108890,422000
"22852",150000,41,67805,5000
"22853",20000,30,19094,636
"22854",180000,32,4909,28
"22855",100000,34,5571,5149
"22856",90000,31,89319,3100
"22857",150000,47,151470,6300
"22858",490000,31,164989,5089
"22859",30000,33,29704,1000
"22860",300000,33,1996,1498
"22861",140000,32,1367,0
"22862",50000,32,16554,1000
"22863",150000,31,26599,3000
"22864",350000,32,108411,10000
"22865",140000,32,31685,4000
"22866",80000,43,19851,0
"22867",80000,40,540,390
"22868",210000,34,1500,2390
"22869",110000,34,45094,2000
"22870",120000,29,0,0
"22871",180000,28,16030,330
"22872",340000,44,134203,6026
"22873",220000,29,-963,231
"22874",230000,39,0,0
"22875",170000,27,47830,1760
"22876",70000,28,38404,1800
"22877",50000,31,18124,1019
"22878",200000,30,146975,5000
"22879",290000,34,241556,0
"22880",80000,30,21671,3000
"22881",30000,39,26374,700
"22882",280000,37,269333,9084
"22883",100000,29,37949,1500
"22884",50000,35,4344,2000
"22885",240000,43,5347,9190
"22886",240000,31,35770,2000
"22887",100000,31,6179,0
"22888",210000,36,5794,2415
"22889",400000,37,117194,12000
"22890",280000,42,61123,54802
"22891",180000,36,7322,2208
"22892",500000,36,210947,5000
"22893",200000,45,61828,3000
"22894",500000,27,32930,5000
"22895",200000,30,389,1168
"22896",110000,27,75745,3000
"22897",280000,30,60601,4000
"22898",100000,31,45440,2000
"22899",70000,33,11128,500
"22900",130000,47,3645,4213
"22901",30000,35,20200,1126
"22902",30000,43,17482,637
"22903",180000,27,13715,0
"22904",100000,27,51815,2100
"22905",150000,30,118,7800
"22906",140000,32,111785,4500
"22907",240000,45,0,73826
"22908",180000,48,11545,5819
"22909",340000,37,0,0
"22910",200000,37,134519,5000
"22911",360000,39,0,0
"22912",500000,37,50143,0
"22913",270000,33,0,0
"22914",140000,33,-8808,9635
"22915",120000,33,0,0
"22916",210000,34,145343,5000
"22917",300000,35,477,348
"22918",360000,41,20981,10000
"22919",120000,27,63552,3000
"22920",430000,29,12215,1038
"22921",250000,27,12072,10000
"22922",180000,29,1225,2225
"22923",170000,29,23062,2000
"22924",500000,36,45045,10000
"22925",20000,37,1160,2233
"22926",200000,43,53049,40000
"22927",50000,48,4640,0
"22928",120000,34,1330,3800
"22929",340000,31,135201,4696
"22930",80000,32,8257,0
"22931",90000,33,0,8832
"22932",90000,32,20989,651
"22933",80000,32,0,0
"22934",170000,46,149628,6000
"22935",230000,29,4167,399
"22936",290000,30,3277,4883
"22937",360000,44,46034,2000
"22938",270000,43,834,5112
"22939",60000,43,28722,3000
"22940",360000,33,0,0
"22941",100000,28,24679,2000
"22942",180000,44,10340,182
"22943",80000,31,1542,3200
"22944",80000,34,0,0
"22945",220000,35,48129,2000
"22946",240000,43,26225,0
"22947",210000,44,30900,0
"22948",270000,34,114885,4500
"22949",170000,44,4300,0
"22950",190000,29,0,0
"22951",200000,31,0,0
"22952",240000,32,115036,5000
"22953",150000,34,0,2817
"22954",90000,44,2983,2453
"22955",400000,44,28708,5000
"22956",420000,46,189064,7015
"22957",140000,25,4180,439
"22958",50000,48,29660,2500
"22959",210000,46,69177,2500
"22960",210000,30,95021,4389
"22961",180000,41,12663,5502
"22962",100000,30,0,0
"22963",300000,34,112,550
"22964",250000,36,396,396
"22965",200000,33,-77,77
"22966",380000,33,128820,6067
"22967",30000,25,27270,1200
"22968",80000,31,29132,1502
"22969",300000,27,96868,3000
"22970",240000,38,3632,1101
"22971",80000,23,22426,1100
"22972",280000,27,180885,7006
"22973",50000,36,33003,2200
"22974",200000,36,135742,5000
"22975",210000,32,0,0
"22976",160000,31,108434,4000
